w,,,CylinderChargeHyst,hysteresis cylinder charge,,,b524,020100002700,value,,EXP,,K,hysteris storage tank loading
r,,,CylinderChargeOffset,offset cylinder charge,,,b524,020000002900,value,,IGN:4,,,,value,,EXP,,K,storage tank loading. Offset
w,,,CylinderChargeOffset,offset cylinder charge,,,b524,020100002900,value,,EXP,,K,storage tank loading. Offset
r,,,HwcLegionellaTime,,,,B524,020000002A00,,,IGN:4,,,,,,HTM,,,Time hot water legionella run is scheduled (when HwcLegionellaDay is not 0)
w,,,HwcLegionellaTime,,,,B524,020100002A00,,,HTM,,,Time hot water legionella run is scheduled (when HwcLegionellaDay is not 0)
r,,,HwcLegionellaDay,,,,B524,020000002B00,,,IGN:4,,,,,,UCH,0=off;1=Mon;2=Tue;3=Wed;4=Thu;5=Fri;6=Sat;7=Sun;8=Daily,,Day hot water legionella run is scheduled
w,,,HwcLegionellaDay,,,,B524,020100002B00,,,UCH,0=off;1=Mon;2=Tue;3=Wed;4=Thu;5=Fri;6=Sat;7=Sun;8=Daily,,Day hot water legionella run is scheduled
r,,,MaintenanceDate,next maintenance,,,b524,020000002c00,value,,IGN:4,,,,value,,HDA:3,,,date next maintenance
w,,,MaintenanceDate,next maintenance,,,b524,020100002c00,value,,HDA:3,,,date next maintenance
r,,,OffsetOutsideTemp,,,,B524,020000002D00,,,IGN:4,,,,,,EXP,,K,Offset outside temperature (used to determined DisplayedOutsideTemp)
w,,,OffsetOutsideTemp,,,,B524,020100002D00,,,EXP,,K,Offset outside temperature (used to determined DisplayedOutsideTemp)
r,,,FM5Config,,,,B524,020000002F00,,,IGN:4,,,,,,UIN,,,FM5 VR71 module configuration (possible range 1-11 for VRC720 and FM5 used values are 1 2 3 and 6)
w,,,FM5Config,,,,B524,020100002F00,,,UIN,,,FM5 VR71 module configuration (possible range 1-11 for VRC720 and FM5 used values are 1 2 3 and 6)
r,,,xUnknown31,"(constant 0, 5 in cooling mode)",,,B524,020000003100,,,IGN:4,,,,,,SIN,,,
r,,,Date,date,,,b524,020000003400,value,,IGN:4,,,,value,,HDA:3,,,current date
w,,,Date,date,,,b524,020100003400,value,,HDA:3,,,current date
r,,,Time,time,,,b524,020000003500,value,,IGN:4,,,,value,,HTI,,,current time
w,,,Time,time,,,b524,020100003500,value,,HTI,,,current time
r,,,HydraulicScheme,Systemschema,,,b524,020000003600,value,,IGN:4,,,,value,,UIN,,,system scheme
w,,,HydraulicScheme,Systemschema,,,b524,020100003600,value,,UIN,,,system scheme
r,,,CoolingOutsideTempThreshold,,,,B524,020000003800,,,IGN:4,,,,,,EXP,,,Activate Cooling when average outside temperature exceeds threshold
w,,,CoolingOutsideTempThreshold,,,,B524,020100003800,,,EXP,,,Activate Cooling when average outside temperature exceeds threshold
r,,,WaterPressure,water pressure,,,b524,020000003900,value,,IGN:4,,,,value,,EXP,,bar,water pressure
r,,,DewPointOffset,,,,B524,020000003A00,,,IGN:4,,,,,,EXP,,,Subtract from z1RoomTemp to get dew point
r,,,xUnknown3C,(constant 0),,,B524,020000003C00,,,IGN:4,,,,,,UCH,0=off;1=on,,

r,,,SolarYieldTotal,total solar yield,,,b524,020000003d00,value,,IGN:4,,,,value,,ULG,,kWh,solar yield total
w,,,SolarYieldTotal,total solar yield,,,b524,020100003d00,value,,ULG,,kWh,solar yield total
r,,,YieldTotal,total environmental yield,,,b524,020000003e00,value,,IGN:4,,,,value,,ULG,,kWh,envrionment yield total
w,,,YieldTotal,total environmental yield,,,b524,020100003e00,value,,ULG,,kWh,envrionment yield total
r,,,ESCOBlockFunction,,,,B524,020000004500,,,IGN:4,,,,,,UCH,0=HeatPump off;1=Backup Boiler off;2=HP+BB off;3=Heating off;4=Cooling off;5=Heating+Cooling off,,Function to deactivate when Energy Supply Company sends a blocking signal
w,,,ESCOBlockFunction,,,,B524,020100004500,,,UCH,0=HeatPump off;1=Backup Boiler off;2=HP+BB off;3=Heating off;4=Cooling off;5=Heating+Cooling off,,Function to deactivate when Energy Supply Company sends a blocking signal
r,,,HwcMaxFlowTempDesired,hwc max flow temp desired,,,b524,020000004600,value,,IGN:4,,,,value,,EXP,,°C,maximum flow temperature setpoint of Hwc
w,,,HwcMaxFlowTempDesired,hwc max flow temp desired,,,b524,020100004600,value,,EXP,,°C,maximum flow temperature setpoint of Hwc
r,,,xUnknown47,(constant off),,,B524,020000004700,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,xUnknown48,"(constant 1, 0 in standby, 2 in cooling)",,,B524,020000004800,,,IGN:4,,,,,,UIN,,,0100 before SWW run/0300 during SWW run
r,,,xUnknown4A,(constant 0),,,B524,020000004A00,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,SystemFlowTemp,system flow temp,,,b524,020000004b00,value,,IGN:4,,,,value,,EXP,,°C,system flow temperature
r,,,MultiRelaySetting,multifunction relay setting,,,b524,020000004d00,value,,IGN:4,,,,value,,UIN,0=circulation;1=dryer;2=zone;3=legiopump,,
w,,,MultiRelaySetting,multifunction relay setting,,,b524,020100004d00,value,,UIN,0=circulation;1=dryer;2=zone;3=legiopump,,
r,,,PrFuelSumHcThisMonth,this months fuel consumption heating,,,b524,020000004e00,value,,IGN:4,,,,value,,ULG,,kWh,current month fuel consumption heating
w,,,PrFuelSumHcThisMonth,this months fuel consumption heating,,,b524,020100004e00,value,,ULG,,kWh,current month fuel consumption heating
r,,,PrEnergySumHcThisMonth,this months energy consumption heating,,,b524,020000004f00,value,,IGN:4,,,,value,,ULG,,kWh,current month electricity consumption heating
w,,,PrEnergySumHcThisMonth,this months energy consumption heating,,,b524,020100004f00,value,,ULG,,kWh,current month electricity consumption heating
r,,,PrEnergySumHwcThisMonth,this months energy consumption hot water,,,b524,020000005000,value,,IGN:4,,,,value,,ULG,,kWh,current month electricity consumption hot water
w,,,PrEnergySumHwcThisMonth,this months energy consumption hot water,,,b524,020100005000,value,,ULG,,kWh,current month electricity consumption hot water
r,,,PrFuelSumHwcThisMonth,this months fuel consumption hot water,,,b524,020000005100,value,,IGN:4,,,,value,,ULG,,kWh,Current Month fuel consumption hot water
w,,,PrFuelSumHwcThisMonth,this months fuel consumption hot water,,,b524,020100005100,value,,ULG,,kWh,Current Month fuel consumption hot water
r,,,PrFuelSumHcLastMonth,last months fuel consumption heating,,,b524,020000005200,value,,IGN:4,,,,value,,ULG,,kWh,last month fuel consumption heating
w,,,PrFuelSumHcLastMonth,last months fuel consumption heating,,,b524,020100005200,value,,ULG,,kWh,last month fuel consumption heating
r,,,PrEnergySumHcLastMonth,last months energy consumption heating,,,b524,020000005300,value,,IGN:4,,,,value,,ULG,,kWh,last month electricity consumption heating
w,,,PrEnergySumHcLastMonth,last months energy consumption heating,,,b524,020100005300,value,,ULG,,kWh,last month electricity consumption heating
r,,,PrEnergySumHwcLastMonth,last months energy consumption hot water,,,b524,020000005400,value,,IGN:4,,,,value,,ULG,,kWh,last month electricity consumption hot water
w,,,PrEnergySumHwcLastMonth,last months energy consumption hot water,,,b524,020100005400,value,,ULG,,kWh,last month electricity consumption hot water
r,,,PrFuelSumHwcLastMonth,last months fuel consumption hot water,,,b524,020000005500,value,,IGN:4,,,,value,,ULG,,kWh,last month fuel consumption hot water
w,,,PrFuelSumHwcLastMonth,last months fuel consumption hot water,,,b524,020100005500,value,,ULG,,kWh,last month fuel consumption hot water
r,,,PrFuelSumHc,total fuel consumption heating,,,b524,020000005600,value,,IGN:4,,,,value,,ULG,,kWh,total year fuel consumption heating
w,,,PrFuelSumHc,total fuel consumption heating,,,b524,020100005600,value,,ULG,,kWh,total year fuel consumption heating
r,,,PrEnergySumHc,total energy consumption heating,,,b524,020000005700,value,,IGN:4,,,,value,,ULG,,kWh,total year electricity consumption heating
w,,,PrEnergySumHc,total energy consumption heating,,,b524,020100005700,value,,ULG,,kWh,total year electricity consumption heating
r,,,PrEnergySumHwc,total energy consumption hot water,,,b524,020000005800,value,,IGN:4,,,,value,,ULG,,kWh,total year electricity consumption hot water
w,,,PrEnergySumHwc,total energy consumption hot water,,,b524,020100005800,value,,ULG,,kWh,total year electricity consumption hot water
r,,,PrFuelSumHwc,total fuel consumption hot water,,,b524,020000005900,value,,IGN:4,,,,value,,ULG,,kWh,total year fuel consumption hot water
w,,,PrFuelSumHwc,total fuel consumption hot water,,,b524,020100005900,value,,ULG,,kWh,total year fuel consumption hot water
r,,,PrEnergySum,total energy consumption,,,b524,020000005c00,value,,IGN:4,,,,value,,ULG,,kWh,total year electricity consumption
w,,,PrEnergySum,total energy consumption,,,b524,020100005c00,value,,ULG,,kWh,total year electricity consumption
r,,,PrFuelSum,total fuel consumption,,,b524,020000005d00,value,,IGN:4,,,,value,,ULG,,kWh,total year fuel consumption
w,,,PrFuelSum,total fuel consumption,,,b524,020100005d00,value,,ULG,,kWh,total year fuel consumption
r,,,xUnknown60,"(constant 12, 0 in cooling mode)",,,B524,020000006000,,,IGN:4,,,,,,SIN,,,
r,,,xUnknown61,(constant 0),,,B524,020000006100,,,IGN:4,,,,,,SIN,,,

r,,,xUnknown65,(constant 0),,,B524,020000006500,,,IGN:4,,,,,,SIN,,,

r,,,xUnknown67,(VR70 konfig 1),,,B524,020000006700,,,IGN:4,,,,,,EXP,,,
w,,,xUnknown67,(VR70 konfig 1),,,B524,020100006700,,,EXP,,,
r,,,xUnknown68,(VR70 konfig 1),,,B524,020000006800,,,IGN:4,,,,,,EXP,,,
w,,,xUnknown68,(VR70 konfig 1),,,B524,020100006800,,,EXP,,,
r,,,MultiInputSetting,multifunction input configuration,,,B524,020000006A00,,,IGN:4,,,,,,UIN,0=not connected;1=1x circulation;2=photovoltaics;3=Ext.Cooling,,
w,,,MultiInputSetting,multifunction input configuration,,,B524,020100006A00,,,UIN,0=not connected;1=1x circulation;2=photovoltaics;3=Ext.Cooling,,
r,,,Installer1,installer name 1,,,B524,020000006C00,,,IGN:4,,,,,,STR:*,,,installer's name
w,,,Installer1,installer name 1,,,B524,020100006C00,,,STR:*,,,installer's name
r,,,Installer2,installer name 2,,,b524,020000006d00,value,,IGN:4,,,,value,,STR:6,,,installer's name
w,,,Installer2,installer name 2,,,b524,020100006d00,value,,STR:6,,,installer's name
r,,,PhoneNumber1,phone number 1,,,b524,020000006f00,value,,IGN:4,,,,value,,STR:6,,,installer's telephone number
w,,,PhoneNumber1,phone number 1,,,b524,020100006f00,value,,STR:6,,,installer's telephone number
r,,,PhoneNumber2,phone number 2,,,b524,020000007000,value,,IGN:4,,,,value,,STR:6,,,installer's telephone number
w,,,PhoneNumber2,phone number 2,,,b524,020100007000,value,,STR:6,,,installer's telephone number
r,,,DisplayedOutsideTemp,outside temperature,,,b524,020000007300,value,,IGN:4,,,,value,,EXP,,°C,outside temperature
r,,,xUnknown75,(constant off),,,B524,020000007500,,,IGN:4,,,,,,UCH,0=off;1=on,,

r,,,KeyCodeforConfigMenu,code for installer menu,,,b524,020000007600,value,,IGN:4,,,,value,,UIN,,,000-999; code for the installer's menues
w,,,KeyCodeforConfigMenu,code for installer menu,,,b524,020100007600,value,,UIN,,,000-999; code for the installer's menues
r,,,xUnknown77,(constant on),,,B524,020000007700,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,xUnknown7E,(constant 0),,,B524,020000007E00,,,IGN:4,,,,,,EXP,,,
r,,,xUnknown80,(constant 0),,,B524,020000008000,,,IGN:4,,,,,,EXP,,,
r,,,xUnknown81,(constant 10),,,B524,020000008100,,,IGN:4,,,,,,EXP,,,
w,,,xUnknown81,(constant 10),,,B524,020100008100,,,EXP,,,
r,,,xUnknown85,(constant 0/inf),,,B524,020000008500,,,IGN:4,,,,,,EXP,,,
w,,,xUnknown85,(constant 0/inf),,,B524,020100008500,,,EXP,,,
r,,,xUnknown86,(constant 60),,,B524,020000008600,,,IGN:4,,,,,,SIN,,,
r,,,xUnknown89,(constant 15),,,B524,020000008900,,,IGN:4,,,,,,SIN,,,
r,,,xUnknown8A,(constant 1),,,B524,020000008A00,,,IGN:4,,,,,,EXP,,,
r,,,xUnknown8B,(constant 55),,,B524,020000008B00,,,IGN:4,,,,,,EXP,,,
r,,,xUnknown8C,(constant off),,,B524,020000008C00,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,xUnknown8D,(constant 0),,,B524,020000008D00,,,IGN:4,,,,,,SIN,,,
r,,,xUnknown8E,(constant 0),,,B524,020000008E00,,,IGN:4,,,,,,SIN,,,
r,,,xUnknown8F,(constant 0),,,B524,020000008F00,,,IGN:4,,,,,,SIN,,,
r,,,OutsideTempAvg,average outside temperature,,,b524,020000009500,value,,IGN:4,,,,value,,EXP,,°C,rounded average outsidetemperature (updated every 3h)
w,,,OutsideTempAvg,average outside temperature,,,b524,020100009500,value,,EXP,,°C,rounded average outsidetemperature (updated every 3h)
r,,,MaintenanceDue,maintenance due,,,b524,020000009600,value,,IGN:4,,,,value,,UCH,0=no;1=yes,,shows whether maintenance is due
r,,,xUnknown97,(constant off),,,B524,020000009700,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,xUnknown98,(constant off),,,B524,020000009800,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,GreenIQ,,,,B524,020000009A00,,,IGN:4,,,,,,UCH,0=off;1=on,,Green IQ mode on thermostat
r,,,xUnknown9B,(constant off),,,B524,020000009B00,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,HwcStorageTempTop,hwc storage temperature top,,,b524,020000009d00,value,,IGN:4,,,,value,,EXP,,°C,temperature sensor HWC storage top
r,,,HwcStorageTempBottom,storage temperature bottom,,,b524,020000009e00,value,,IGN:4,,,,value,,EXP,,°C,temperature sensor HWC storage bottom
r,,,HcStorageTempTop,hc storage temperature top,,,b524,020000009f00,value,,IGN:4,,,,value,,EXP,,°C,temperature sensor HW storage top
r,,,HcStorageTempBottom,hc storage temperature bottom,,,b524,02000000a000,value,,IGN:4,,,,value,,EXP,,°C,temperature sensor HW storage bottom
r,,,xUnknownA1,(constant off),,,B524,02000000A100,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,HwcCylinderOffset,Offset cylinder charge,,,B524,02000000A200,,,IGN:4,,,,,,EXP,,,Offset storage tank loading. Offset
w,,,HwcCylinderOffset,Offset cylinder charge,,,B524,02010000A200,,,EXP,,,Offset storage tank loading. Offset
r,,,xUnknownA5,(konstant 0),,,B524,02000000A500,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownAB,(constant on),,,B524,02000000AB00,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,xUnknownAF,(konstant 0),,,B524,02000000AF00,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownB0,(konstant 0),,,B524,02000000B000,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownB1,(konstant 0),,,B524,02000000B100,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownB2,(konstant 4543),,,B524,02000000B200,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownB3,(constant off),,,B524,02000000B300,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,xUnknownB5,(constant on),,,B524,02000000B500,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,xUnknownB6,(constant off),,,B524,02000000B600,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,xUnknownB8,(constant off),,,B524,02000000B800,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,xUnknownB9,(konstant 0),,,B524,02000000B900,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownBA,(konstant 0),,,B524,02000000BA00,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownBB,(konstant 0),,,B524,02000000BB00,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownBC,(konstant 0),,,B524,02000000BC00,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownBD,(konstant 0),,,B524,02000000BD00,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownBF,(konstant 0),,,B524,02000000BF00,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownC0,,,,B524,02000000C000,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownC1,,,,B524,02000000C100,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownC2,,,,B524,02000000C200,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownC3,,,,B524,02000000C300,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownC4,,,,B524,02000000C400,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownC5,,,,B524,02000000C500,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownC6,,,,B524,02000000C600,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownC7,,,,B524,02000000C700,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownC8,,,,B524,02000000C800,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownC9,,,,B524,02000000C900,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownCA,,,,B524,02000000CA00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownCB,,,,B524,02000000CB00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownCC,,,,B524,02000000CC00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownCD,,,,B524,02000000CD00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownCE,,,,B524,02000000CE00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownCF,,,,B524,02000000CF00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownD0,,,,B524,02000000D000,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownD1,,,,B524,02000000D100,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownD2,,,,B524,02000000D200,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownD3,,,,B524,02000000D300,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownD4,,,,B524,02000000D400,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownD5,,,,B524,02000000D500,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownD6,,,,B524,02000000D600,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownD7,,,,B524,02000000D700,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownD8,,,,B524,02000000D800,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownD9,,,,B524,02000000D900,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownDA,(konstant 01.01.2019),,,B524,02000000DA00,,,IGN:4,,,,,,HDA:3,,,
r,,,xUnknownDB,(konstant 01.01.2019),,,B524,02000000DB00,,,IGN:4,,,,,,HDA:3,,,
r,,,xUnknownDD,,,,B524,02000000DD00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownDE,,,,B524,02000000DE00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownDF,,,,B524,02000000DF00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownE0,,,,B524,02000000E000,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownE3,,,,B524,02000000E300,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownE4,,,,B524,02000000E400,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownE5,,,,B524,02000000E500,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownE6,,,,B524,02000000E600,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownE7,,,,B524,02000000E700,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownE8,,,,B524,02000000E800,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownE9,,,,B524,02000000E900,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownEA,,,,B524,02000000EA00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownEB,,,,B524,02000000EB00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownEC,,,,B524,02000000EC00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownED,,,,B524,02000000ED00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownEE,,,,B524,02000000EE00,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownEF,(constant 20),,,B524,02000000EF00,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownF0,,,,B524,02000000F000,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownF1,,,,B524,02000000F100,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownF2,,,,B524,02000000F200,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownF3,,,,B524,02000000F300,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownF4,,,,B524,02000000F400,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownF5,,,,B524,02000000F500,,,IGN:4,,,,,,HEX:*,,,
r,,,xUnknownF6,(constant 15),,,B524,02000000F600,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownF7,(constant 0),,,B524,02000000F700,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,xUnknownF8,(constant 0),,,B524,02000000F800,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,xUnknownF9,(constant 0),,,B524,02000000F900,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,xUnknownFA,(constant 0),,,B524,02000000FA00,,,IGN:4,,,,,,UCH,0=off;1=on,,
r,,,xUnknownFB,(constant 10),,,B524,02000000FB00,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownFC,(constant 62),,,B524,02000000FC00,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownFE,(constant 13),,,B524,02000000FE00,,,IGN:4,,,,,,EXP,,,
r,,,xUnknownFF,(constant 25),,,B524,02000000FF00,,,IGN:4,,,,,,EXP,,,



r,,,HwcEnabled,,,,B524,020001000100,,,IGN:4,,,,,,UCH,0=no;1=yes,,Indicates if Hwc is enabled/disabled
w,,,HwcEnabled,,,,B524,020101000100,,,UCH,0=no;1=yes,,Indicates if Hwc is enabled/disabled
